yyyy, mm, dd, hour, min, seg, altura, periodo, direcao
1963, 4, 25, 21, 0, 0, 1.1, 9.0, 85.0
1963, 4, 26, 9, 0, 0, 1.4, 8.0, 80.0
1963, 4, 26, 21, 0, 0, 1.6, 10.0, 90.0
1963, 4, 27, 9, 0, 0, 1.2, 9.0, 100.0
1963, 4, 27, 21, 0, 0, 0.9, 9.0, 100.0
1963, 4, 28, 9, 0, 0, 1.0, 9.0, 100.0
1963, 4, 28, 21, 0, 0, 2.1, 9.0, 105.0
1963, 5, 9, 21, 0, 0, 0.9, 6.0, 90.0
1963, 5, 10, 9, 0, 0, 1.3, 7.0, 85.0
1963, 5, 10, 21, 0, 0, 1.5, 8.0, 80.0
1963, 5, 11, 9, 0, 0, 1.5, 7.0, 80.0
1963, 5, 11, 21, 0, 0, 1.0, 6.0, 120.0
1963, 5, 12, 9, 0, 0, 0.9, 6.0, 110.0
1963, 5, 12, 21, 0, 0, 1.0, 6.0, 110.0
1963, 5, 13, 9, 0, 0, 1.4, 6.0, 100.0
1963, 5, 13, 21, 0, 0, 1.3, 7.0, 95.0
1963, 5, 14, 9, 0, 0, 1.4, 7.0, 95.0
1963, 5, 14, 21, 0, 0, 1.5, 8.0, 105.0
1963, 5, 16, 9, 0, 0, 1.6, 7.0, 130.0
1963, 5, 16, 21, 0, 0, 1.7, 8.0, 130.0
1963, 5, 17, 9, 0, 0, 1.3, 9.0, 125.0
1963, 5, 17, 21, 0, 0, 1.2, 8.0, 120.0
1963, 5, 18, 9, 0, 0, 1.7, 9.0, 120.0
1963, 5, 18, 21, 0, 0, 1.5, 10.0, 120.0
1963, 5, 19, 9, 0, 0, 1.6, 9.0, 100.0
1963, 5, 19, 21, 0, 0, 1.4, 11.0, 95.0
1963, 5, 20, 9, 0, 0, 1.4, 11.0, 90.0
1963, 5, 20, 21, 0, 0, 0.8, 10.0, 90.0
1963, 5, 21, 9, 0, 0, 0.7, 10.0, 85.0
